paragrafnummer,token,msd,lemma,lex,sense,complemgram,compwf,sentimentclass,ref,dephead,deprel
72,mycket,JJ.POS.NEU.SIN.IND.NOM,|,|,|,|,|,,10,11,DT
72,energi,NN.UTR.SIN.IND.NOM,|energi|,|energi..nn.1|,|energi..1:-1.000|,|,|,0,11,07,OO
72,.,MAD,|,|,|,|,|,,12,07,IP
73,Den,DT.UTR.SIN.DEF,|en|den|,|en..al.1|den..pn.1|,|den..1:-1.000|en..2:-1.000|den..2:-1.000|,|,|,,01,03,DT
73,nya,JJ.POS.UTR+NEU.SIN.DEF.NOM,|ny|,|ny..av.1|,|ny..1:-1.000|,|,|,0,02,03,AT
73,boken,NN.UTR.SIN.DEF.NOM,|bok|,|bok..nn.1|bok..nn.2|,|bok..1:0.989|bok..2:0.011|,|,|,0,03,06,SS
73,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,04,05,SS
73,började,VB.PRT.AKT,|börja|,|börja..vb.1|börja..vb.2|,|börja..2:0.727|börja..1:0.273|,|,|,0,05,03,ET
73,läsa,VB.INF.AKT,|läsa|,|läsa..vb.1|,|läsa..1:0.972|läsa..2:0.028|,|lä..nn.1+säga..vb.1:7.108e-12|,|lä+sa|,0,06,0,ROOT
73,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0,07,06,VS
73,helt,AB.POS,|hel|helt|,|hel..av.1|helt..ab.1|,|hel..1:0.888|hel..2:0.112|helt..1:0.000|,|,|,0,08,09,AA
73,fängslande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|fängsla|fängslande|,|fängsla..vb.1|fängslande..av.1|,|fängsla..2:0.606|fängslande..1:0.336|fängsla..1:0.058|,|,|,1,09,07,SP
73,.,MAD,|,|,|,|,|,,10,06,IP
74,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,01,02,SS
74,kände,VB.PRT.AKT,|känna|känna sig|,|känna..vb.1|känna_sig..vbm.1|,|känna..1:0.969|känna..3:0.031|känna_sig..1:-1.000|,|,|,0,02,0,ROOT
74,mig,PN.UTR.SIN.DEF.OBJ,|jag|känna sig:02|,|jag..pn.1|känna_sig..vbm.1:02|,|jag..1:-1.000|känna_sig..1:02:-1.000|,|,|,,03,02,OO
74,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,04,05,AA
74,stolt,JJ.POS.UTR.SIN.IND.NOM,|stolt|,|stolt..av.1|,|stolt..1:-1.000|,|,|,1,05,02,OP
74,när,HA,|när|,|när..ab.1|,|när..1:0.747|nära..1:0.253|,|,|,,06,08,TA
74,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,07,08,SS
74,klarade,VB.PRT.AKT,|klara|,|klara..vb.1|klara..vb.2|,|klara..1:0.977|klara..2:0.017|klara..3:0.006|,|,|,1,08,02,TA
74,den,DT.UTR.SIN.DEF,|en|den|,|en..al.1|den..pn.1|,|den..1:-1.000|en..2:-1.000|den..2:-1.000|,|,|,,09,11,DT
74,svåra,JJ.POS.UTR+NEU.SIN.DEF.NOM,|svår|,|svår..av.1|,|svår..1:0.967|svår..2:0.033|,|,|,-1,10,11,AT
74,tentan,NN.UTR.SIN.DEF.NOM,|tenta|,|tenta..nn.1|,|tenta..1:-1.000|,|,|,,11,08,OO
74,.,MAD,|,|,|,|,|,,12,02,IP
75,Att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,01,0,ROOT
75,hitta,VB.INF.AKT,|hitta|,|hitta..vb.1|,|hitta..1:-1.000|,|hit..ab.1+ta..vb.1:8.468e-09|hit..nn.1+ta..vb.1:5.819e-12|,|hit+ta|,0,02,09,AA
75,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,03,05,DT
75,gammal,JJ.POS.UTR.SIN.IND.NOM,|gammal|,|gammal..av.1|,|gammal..1:-1.000|,|,|,0,04,05,AT
75,vän,NN.UTR.SIN.IND.NOM,|vän|,|vän..nn.1|,|vän..1:-1.000|,|,|,1,05,02,OO
75,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,06,05,ET
75,sociala,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|social|,|social..av.1|,|social..1:0.508|social..2:0.492|,|,|,0,07,08,AT
75,medier,NN.NEU.PLU.IND.NOM,|medium|,|medium..nn.1|medium..nn.2|,|medium..3:0.424|medium..1:0.307|medium..5:0.139|medium..2:0.087|medium..4:0.043|,|,|,0,08,06,PA
75,värmde,VB.PRT.AKT,|värma|,|värma..vb.1|,|värma..1:-1.000|,|,|,,09,01,IF
75,mitt,PS.NEU.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,10,11,DT
75,hjärta,NN.NEU.SIN.IND.NOM,|hjärta|,|hjärta..nn.1|,|hjärta..1:0.787|hjärta..2:0.213|,|,|,0,11,09,OO
75,.,MAD,|,|,|,|,|,,12,01,IP
76,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,01,02,SS
76,skrattade,VB.PRT.AKT,|skratta|,|skratta..vb.1|,|skratta..1:-1.000|,|,|,1,02,0,ROOT
76,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,03,04,AA
76,mycket,AB.POS,|mycket|,|mycket..ab.1|,|mycket..1:0.994|mycket..2:0.006|,|,|,,04,02,AA
76,åt,PP,|åt|,|åt..pp.1|,|åt..1:-1.000|,|,|,,05,04,OA
76,filmen,NN.UTR.SIN.DEF.NOM,|film|,|film..nn.1|,|film..1:0.753|film..2:0.236|film..3:0.011|,|fil..nn.2+men..nn.2:3.986e-11|fil..nn.1+men..nn.2:3.986e-11|fil..nn.1+m..nn.1:3.986e-11|fil..nn.2+m..nn.1:3.986e-11|fil..nn.1+men..nn.1:3.986e-11|fil..nn.3+m..nn.1:3.986e-11|fil..nn.3+men..nn.2:3.986e-11|fil..nn.3+men..nn.1:3.986e-11|fil..nn.2+men..nn.1:3.986e-11|fila..vb.1+men..nn.1:1.027e-20|fila..vb.1+m..nn.1:1.027e-20|fila..vb.1+men..nn.2:1.027e-20|,|fil+men|,0,06,05,PA
76,vi,PN.UTR.PLU.DEF.SUB,|vi|,|vi..pn.1|,|vi..1:-1.000|,|,|,,07,08,SS
76,såg,VB.PRT.AKT,|se|,|se..vb.1|,|ses..1:0.438|se..2:0.363|se..1:0.119|se..5:0.062|se..4:0.014|se..3:0.002|se..6:0.002|,|,|,0,08,06,ET
76,igår,AB,|igår|,|igår..ab.1|,|i_går..1:-1.000|,|,|,,09,08,TA
76,kväll,NN.UTR.SIN.IND.NOM,|kväll|,|kväll..nn.1|,|kväll..1:-1.000|,|,|,0,10,08,OO
76,.,MAD,|,|,|,|,|,,11,02,IP
77,Att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,01,08,SS
77,få,VB.INF.AKT,|få|,|få..vb.1|,|få..1:0.897|få..3:0.103|,|,|,1,02,01,IF
77,ett,DT.NEU.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,03,05,DT
77,handskrivet,PC.PRF.NEU.SIN.IND.NOM,|handskriven|,|handskriven..av.1|,|handskriven..1:-1.000|,|hand..nn.1+skriva..vb.1:2.068e-16|handske..nn.1+riva..vb.1:7.786e-23|,|hand+skrivet|handsk+rivet|,,04,05,AT
77,brev,NN.NEU.SIN.IND.NOM,|brev|,|brev..nn.1|,|brev..1:-1.000|,|,|,0,05,02,OO
77,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,06,02,RA
77,posten,NN.UTR.SIN.DEF.NOM,|post|,|post..nn.1|post..nn.2|,|post..1:0.968|post..3:0.010|post..5:0.007|post..4:0.006|post..2:0.005|post..6:0.004|,|,|,0,07,06,PA
77,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0,08,0,ROOT
77,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,09,11,DT
77,sådan,JJ.POS.UTR.SIN.IND.NOM,|sån|,|sån..pn.1|,|sådan..1:-1.000|,|så..vb.1+dan..av.1:7.749e-24|så..nn.1+dan..av.1:7.429e-25|,|så+dan|,,10,11,DT
77,glädje,NN.UTR.SIN.IND.NOM,|glädje|,|glädje..nn.1|,|glädje..1:-1.000|,|,|,1,11,08,SP
77,.,MAD,|,|,|,|,|,,12,08,IP
78,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,01,02,SS
78,känner,VB.PRS.AKT,|känna|känna sig|,|känna..vb.1|känna..vb.2|känna_sig..vbm.1|,|känna..2:0.533|känna..1:0.351|känna..4:0.099|känna..3:0.018|känna_sig..1:-1.000|,|,|,0,02,0,ROOT
78,mig,PN.UTR.SIN.DEF.OBJ,|jag|känna sig:02|,|jag..pn.1|känna_sig..vbm.1:02|,|jag..1:-1.000|känna_sig..1:02:-1.000|,|,|,,03,02,OO
78,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,04,05,AA
78,fridfull,JJ.POS.UTR.SIN.IND.NOM,|fridfull|,|fridfull..av.1|,|fridfull..1:-1.000|,|frid..nn.1+full..av.1:3.224e-11|,|frid+full|,1,05,02,OP
78,när,HA,|när|,|när..ab.1|,|när..1:0.621|nära..1:0.379|,|,|,,06,08,TA
78,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,07,08,SS
78,lyssnar,VB.PRS.AKT,|lyssna|,|lyssna..vb.1|,|lyssna..1:-1.000|,|,|,0,08,02,TA
78,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,09,08,RA
78,vågornas,NN.UTR.PLU.DEF.GEN,|våg|,|våg..nn.1|,|våg..1:0.997|våg..3:0.003|våg..4:0.000|,|våg..nn.2+orne..nn.1+as..nn.1:7.473e-27|våg..nn.2+orne..nn.1+as..nn.2:7.473e-27|våg..nn.1+orne..nn.1+as..nn.2:7.473e-27|våg..nn.1+orne..nn.1+as..nn.1:7.473e-27|våga..vb.1+orne..nn.1+as..nn.1:7.030e-36|våga..vb.1+orne..nn.1+as..nn.2:7.030e-36|,|våg+orn+as|,0,10,11,DT
78,brus,NN.NEU.SIN.IND.NOM,|brus|,|brus..nn.1|,|brus..1:-1.000|,|,|,,11,09,PA
78,.,MAD,|,|,|,|,|,,12,02,IP
79,Min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,01,02,DT
79,favoritartist,NN.UTR.SIN.IND.NOM,|favoritartist|,|,|,|favorit..nn.1+artist..nn.1:7.195e-11|favo..nn.1+rit..nn.1+artist..nn.1:2.132e-20|favo..nn.1+rita..vb.1+artist..nn.1:2.132e-29|,|favorit+artist|favo+rit+artist|,,02,03,SS
79,släpper,VB.PRS.AKT,|släppa|,|släppa..vb.1|,|släppa..1:0.981|släppa..2:0.019|,|,|,0,03,09,MS
79,ett,DT.NEU.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,04,06,DT
79,nytt,JJ.POS.NEU.SIN.IND.NOM,|ny|,|ny..av.1|,|ny..1:-1.000|,|,|,0,05,06,AT
79,album,NN.NEU.SIN.IND.NOM,|album|,|album..nn.1|,|album..2:0.763|album..1:0.237|,|,|,,06,03,OO
79,snart,AB.POS,|snar|snart|,|snar..av.1|snart..ab.1|,|snart..1:0.674|snar..1:0.290|snar..2:0.035|,|,|,,07,06,ET
79,",",MID,|,|,|,|,|,,08,09,IK
79,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,09,0,ROOT
79,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,10,11,SS
79,kan,VB.PRS.AKT,|kunna|,|kunna..vb.1|,|kunna..2:0.401|kunna..4:0.275|kunna..1:0.173|kunna..3:0.152|,|,|,1,11,09,MS
79,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,12,11,NA
79,vänta,VB.INF.AKT,|vänta|,|vänta..vb.1|,|vänta..1:0.923|vänta..2:0.077|,|vän..nn.1+ta..vb.1:8.584e-10|vän..av.1+ta..vb.1:7.377e-12|,|vän+ta|,0,13,11,VG
79,.,MAD,|,|,|,|,|,,14,09,IP
80,Att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,01,09,SS
80,se,VB.INF.AKT,|se|,|se..vb.1|,|ses..1:0.400|se..2:0.249|se..1:0.143|se..5:0.102|se..4:0.095|se..3:0.008|se..6:0.002|,|,|,0,02,01,IF
80,barnen,NN.NEU.PLU.DEF.NOM,|barn|,|barn..nn.1|,|barn..2:0.544|barn..1:0.456|,|bar..nn.1+nen..nn.1:5.337e-12|bar..nn.2+n..nn.1:5.337e-12|bar..nn.2+nen..nn.1:5.337e-12|bar..nn.1+n..nn.1:5.337e-12|bar..av.1+nen..nn.1:6.240e-13|bar..av.1+n..nn.1:6.240e-13|,|bar+nen|,0,03,02,OO
80,leka,VB.INF.AKT,|leka|,|leka..vb.1|,|leka..1:0.988|leka..2:0.012|,|,|,,04,05,CJ
80,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,05,02,RA
80,skratta,VB.INF.AKT,|skratta|,|skratta..vb.1|,|skratta..1:-1.000|,|skratt..nn.1+ta..vb.1:1.773e-10|,|skratt+ta|,1,06,05,CJ
80,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,07,05,ET
80,parken,NN.UTR.SIN.DEF.NOM,|park|,|park..nn.1|,|park..1:-1.000|,|,|,0,08,07,PA
80,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0,09,0,ROOT
80,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,10,11,AA
80,hjärtvärmande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|,|,|,|hjärta..nn.1+värma..vb.1:3.822e-20|,|hjärt+värmande|,,11,09,SP
80,.,MAD,|,|,|,|,|,,12,09,IP
81,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,1,2,SS
81,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0,2,0,ROOT
81,molnigt,JJ.POS.NEU.SIN.IND.NOM,|molnig|,|molnig..av.1|,|molnig..1:-1.000|,|,|,,3,2,SP
81,ute,AB,|ute|,|ute..ab.1|,|ute..1:0.879|ute..4:0.072|ute..3:0.048|,|,|,,4,5,AA
81,idag,AB,|idag|,|idag..ab.1|,|i_dag..1:-1.000|i_dag..2:-1.000|,|,|,,5,2,TA
81,.,MAD,|,|,|,|,|,,6,2,IP
82,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS
82,ska,VB.PRS.AKT,|skola|,|skola..vb.2|,|skola..4:-1.000|,|,|,0,2,0,ROOT
82,gå,VB.INF.AKT,|gå|,|gå..vb.1|,|gå..7:0.218|gå..2:0.209|gå..1:0.153|gå..6:0.076|gå..8:0.073|gå..10:0.057|gå..3:0.050|gå..4:0.048|gå..11:0.044|gå..5:0.040|gå..9:0.032|,|,|,1,3,4,CJ
82,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,4,6,DT
82,handla,VB.INF.AKT,|handla|,|handla..vb.1|handla..vb.2|,|handla..4:0.634|handla..2:0.263|handla..1:0.074|handla..3:0.028|,|hand..nn.1+lägga..vb.1:9.415e-11|,|hand+la|,0,5,4,CJ
82,mat,NN.UTR.SIN.IND.NOM,|mat|,|mat..nn.1|mat..nn.2|,|mat..2:0.542|mat..1:0.458|,|,|,0,6,2,OO
82,senare,AB.KOM,|sen|senare|,|sen..av.1|senare..ab.1|,|senare..1:0.585|sen..1:0.415|,|,|,,7,6,ET
82,.,MAD,|,|,|,|,|,,8,2,IP
83,Boken,NN.UTR.SIN.DEF.NOM,|bok|,|bok..nn.1|bok..nn.2|,|bok..1:0.996|bok..2:0.004|,|,|,0,1,3,IR
83,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,2,3,SS
83,läser,VB.PRS.AKT,|läsa|,|läsa..vb.1|,|läsa..1:0.972|läsa..2:0.028|,|lä..nn.1+se..vb.1:1.311e-11|,|lä+ser|,0,3,0,ROOT
83,handlar,VB.PRS.AKT,|handla|,|handla..vb.1|handla..vb.2|,|handla..1:0.732|handla..2:0.112|handla..4:0.086|handla..3:0.070|,|,|,0,4,3,VG
83,om,PP,|om|,|om..pp.1|,|om..1:-1.000|om..5:-1.000|,|,|,,5,4,OA
83,historia,NN.UTR.SIN.IND.NOM,|historia|,|historia..nn.1|,|historia..1:0.770|historia..2:0.153|historia..3:0.076|,|,|,0,6,5,PA
83,.,MAD,|,|,|,|,|,,7,3,IP
84,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,1,2,SS
84,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0,2,0,ROOT
84,tisdag,NN.UTR.SIN.IND.NOM,|tisdag|,|tisdag..nn.1|,|tisdag..1:-1.000|,|,|,0,3,2,SP
84,idag,AB,|idag|,|idag..ab.1|,|i_dag..1:-1.000|i_dag..2:-1.000|,|,|,,4,2,TA
84,.,MAD,|,|,|,|,|,,5,2,IP
85,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS
85,måste,VB.PRS.AKT,|måste|,|måste..vb.1|,|måste..1:-1.000|,|,|,0,2,0,ROOT
85,tanka,VB.INF.AKT,|tanka|,|tanka..vb.1|,|tanka..1:-1.000|,|,|,0,3,2,VG
85,bilen,NN.UTR.SIN.DEF.NOM,|bil|,|bil..nn.1|,|bil..1:-1.000|,|bi..nn.1+l..nn.1:9.238e-20|bi..av.1+l..nn.1:2.855e-28|,|bi+len|,0,4,3,OO
85,snart,AB.POS,|snar|snart|,|snar..av.1|snart..ab.1|,|snart..1:0.912|snar..1:0.055|snar..2:0.033|,|,|,,5,3,TA
85,.,MAD,|,|,|,|,|,,6,2,IP
86,Klockan,NN.UTR.SIN.DEF.NOM,|klocka|,|klocka..nn.1|,|klocka..1:0.998|klocka..2:0.002|,|,|,0,1,2,SS
86,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0,2,0,ROOT
86,halv,JJ.POS.UTR.SIN.IND.NOM,|halv|,|halv..av.1|,|halv..1:-1.000|,|,|,0,3,2,SP
86,nio,RG.NOM,|nio|,|nio..nl.1|,|nio..1:-1.000|,|,|,,4,2,TA
86,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,5,4,ET
86,morgonen,NN.UTR.SIN.DEF.NOM,|morgon|,|morgon..nn.1|,|morgon..1:-1.000|,|mora..nn.1+gon..nn.1:1.371e-13|mor..nn.2+gon..nn.1:1.371e-13|mor..nn.1+gon..nn.1:1.371e-13|mora..nn.1+go..nn.2+nen..nn.1:2.522e-25|mor..nn.1+go..nn.2+nen..nn.1:2.522e-25|mor..nn.2+go..nn.1+n..nn.1:2.522e-25|mor..nn.2+go..nn.2+n..nn.1:2.522e-25|mor..nn.2+go..nn.1+nen..nn.1:2.522e-25|mor..nn.2+go..nn.2+nen..nn.1:2.522e-25|mor..nn.1+go..nn.1+n..nn.1:2.522e-25|mor..nn.1+go..nn.2+n..nn.1:2.522e-25|mora..nn.1+go..nn.1+n..nn.1:2.522e-25|mor..nn.1+go..nn.1+nen..nn.1:2.522e-25|mora..nn.1+go..nn.2+n..nn.1:2.522e-25|mora..nn.1+go..nn.1+nen..nn.1:2.522e-25|mor..nn.2+go..av.1+n..nn.1:9.768e-27|mor..nn.2+go..av.1+nen..nn.1:9.768e-27|mora..nn.1+go..av.1+nen..nn.1:9.768e-27|mor..nn.1+go..av.1+n..nn.1:9.768e-27|mor..nn.1+go..av.1+nen..nn.1:9.768e-27|mora..nn.1+go..av.1+n..nn.1:9.768e-27|,|mor+gonen|mor+go+nen|,0,6,5,PA
86,.,MAD,|,|,|,|,|,,7,2,IP
87,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,01,02,SS
87,funderar,VB.PRS.AKT,|fundera|,|fundera..vb.1|,|fundera..1:-1.000|,|,|,0,02,0,ROOT
87,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,03,02,AA
87,vilken,HD.UTR.SIN.IND,|,|,|,|,|,,04,05,DT
87,film,NN.UTR.SIN.IND.NOM,|film|,|film..nn.1|,|film..1:0.736|film..2:0.246|film..3:0.018|,|,|,0,05,03,PA
87,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,06,07,SS
87,ska,VB.PRS.AKT,|skola|,|skola..vb.2|,|skola..4:-1.000|,|,|,0,07,02,OO
87,se,VB.INF.AKT,|se|,|se..vb.1|,|ses..1:0.416|se..2:0.360|se..1:0.113|se..5:0.054|se..4:0.045|se..6:0.007|se..3:0.005|,|,|,0,08,07,VG
87,ikväll,AB,|ikväll|,|ikväll..ab.1|,|i_kväll..1:-1.000|,|,|,,09,08,AA
87,.,MAD,|,|,|,|,|,,10,02,IP
88,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,01,02,SS
88,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0,02,0,ROOT
88,dags,NN.UTR.-.-.-,|dag|dags|,|dag..nn.1|dags..nn.1|,|dags..1:0.899|dag..1:0.088|dag..2:0.013|,|,|,0,03,02,SP
88,för,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,04,02,OA
88,mig,PN.UTR.SIN.DEF.OBJ,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,05,04,PA
88,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,06,02,OA
88,byta,VB.INF.AKT,|byta|,|byta..vb.1|,|byta..1:-1.000|,|by..nn.1+ta..vb.1:1.923e-10|,|by+ta|,0,07,06,IF
88,till,PP,|till|,|till..pp.1|,|till..1:-1.000|,|,|,,08,07,OA
88,vinterjacka,NN.UTR.SIN.IND.NOM,|vinterjacka|,|,|,|vinter..nn.1+jacka..nn.1:1.030e-10|,|vinter+jacka|,,09,08,PA
88,.,MAD,|,|,|,|,|,,10,02,IP
89,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS
89,behöver,VB.PRS.AKT,|behöva|,|behöva..vb.1|,|behöva..1:-1.000|,|,|,0,2,0,ROOT
89,köpa,VB.INF.AKT,|köpa|,|köpa..vb.1|köpa..vb.2|,|köpa..1:0.988|köpa..2:0.012|,|,|,0,3,2,VG
89,nya,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|ny|,|ny..av.1|,|ny..1:-1.000|,|,|,0,4,5,AT
89,batterier,NN.NEU.PLU.IND.NOM,|batteri|,|batteri..nn.1|,|batteri..1:0.998|batteri..2:0.002|,|,|,,5,3,OO
89,till,PP,|till|,|till..pp.1|,|till..1:-1.000|,|,|,,6,3,OA
89,fjärrkontrollen,NN.UTR.SIN.DEF.NOM,|fjärrkontroll|,|fjärrkontroll..nn.1|,|fjärrkontroll..1:-1.000|,|fjärr..sxc.1+kontroll..nn.2:1.062e-12|fjärr..nn.1+kontroll..nn.1:1.062e-12|fjärr..nn.1+kontroll..nn.2:1.062e-12|fjärr..sxc.1+kontroll..nn.1:1.062e-12|fjärrkontroll..nn.1+l..nn.1:2.877e-20|fjärr..nn.1+kon..nn.1+troll..nn.1:2.011e-20|fjärr..sxc.1+kon..nn.1+troll..nn.1:2.011e-20|fjärr..sxc.1+kona..nn.1+troll..nn.1:2.011e-20|fjärr..nn.1+kona..nn.1+troll..nn.1:2.011e-20|fjärr..sxc.1+kont..nn.1+roll..nn.2:8.841e-21|fjärr..nn.1+kont..nn.1+roll..nn.2:8.841e-21|fjärr..nn.1+kont..nn.1+roll..nn.1:8.841e-21|fjärr..sxc.1+kont..nn.1+roll..nn.1:8.841e-21|fjärr..sxc.1+kontroll..nn.2+l..nn.1:2.312e-26|fjärr..sxc.1+kontroll..nn.1+l..nn.1:2.312e-26|fjärr..nn.1+kontroll..nn.2+l..nn.1:2.312e-26|fjärr..nn.1+kontroll..nn.1+l..nn.1:2.312e-26|,|fjärr+kontrollen|fjärrkontroll+len|fjärr+kon+trollen|fjärr+kont+rollen|fjärr+kontroll+len|,,7,6,PA
89,.,MAD,|,|,|,|,|,,8,2,IP
90,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS
90,planerar,VB.PRS.AKT,|planera|,|planera..vb.1|,|planera..1:-1.000|,|,|,0,2,0,ROOT
90,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,3,2,OO
90,besöka,VB.INF.AKT,|besöka|,|besöka..vb.1|,|besöka..1:-1.000|,|,|,0,4,3,IF
90,biblioteket,NN.NEU.SIN.DEF.NOM,|bibliotek|,|bibliotek..nn.1|,|bibliotek..1:-1.000|,|,|,0,5,4,OO
90,imorgon,AB,|imorgon|,|imorgon..ab.1|,|i_morgon..1:-1.000|,|,|,,6,4,TA
90,.,MAD,|,|,|,|,|,,7,2,IP
91,Min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,DT
91,mobiltelefon,NN.UTR.SIN.IND.NOM,|mobiltelefon|,|mobiltelefon..nn.1|,|mobiltelefon..1:-1.000|,|mobil..av.1+telefon..nn.1:4.105e-11|mo..nn.1+biltelefon..nn.1:2.210e-14|mobil..nn.1+telefon..nn.1:1.422e-18|mo..nn.1+bil..nn.1+telefon..nn.1:2.407e-16|mo..nn.1+bila..nn.1+telefon..nn.1:2.407e-16|mobil..av.1+tele..sxc.1+fon..nn.1:3.116e-20|mo..nn.1+bila..vb.1+telefon..nn.1:6.958e-28|mobil..nn.1+tele..sxc.1+fon..nn.1:4.126e-28|,|mobil+telefon|mo+biltelefon|mo+bil+telefon|mobil+tele+fon|,,2,3,SS
91,har,VB.PRS.AKT,|ha|,|ha..vb.1|,|ha..1:0.845|ha..3:0.155|,|,|,0,3,0,ROOT
91,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,4,5,DT
91,uppdatering,NN.UTR.SIN.IND.NOM,|uppdatering|,|uppdatering..nn.1|,|uppdatering..1:-1.000|,|upp..ab.1+datering..nn.1:1.714e-11|upp..ab.1+date..nn.1+ring..nn.2:1.230e-15|upp..ab.1+date..nn.1+ring..nn.1:1.230e-15|,|upp+datering|upp+date+ring|,,5,3,OO
91,som,HP.-.-.-,|,|,|,|,|,,6,7,SS
91,behöver,VB.PRS.AKT,|behöva|,|behöva..vb.1|,|behöva..1:-1.000|,|,|,0,7,5,ET
91,installeras,VB.INF.SFO,|installera|,|installera..vb.1|,|installera..2:0.657|installera..1:0.343|,|,|,,8,7,VG
91,.,MAD,|,|,|,|,|,,9,3,IP
92,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,01,02,SS
