paragrafnummer,token,msd,lemma,lex,sense,complemgram,compwf,sentimentclass,deprel,sentimentval,category
70,stöd,NN.NEU.SIN.IND.NOM,|stöd|,|stöd..nn.1|,|stöd..1:0.672|stöd..2:0.328|,|,|,positive,PA,1,egna meningar
70,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,1,egna meningar
70,får,VB.PRS.AKT,|få|,|få..vb.1|,|få..1:0.929|få..3:0.071|,|,|,positive,ET,1,egna meningar
70,från,PP,|från|,|från..pp.1|,|från..1:-1.000|,|,|,,OA,1,egna meningar
70,mina,PS.UTR+NEU.PLU.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,DT,1,egna meningar
70,vänner,NN.UTR.PLU.IND.NOM,|vän|,|vän..nn.1|,|vän..1:-1.000|,|,|,positive,PA,1,egna meningar
70,.,MAD,|,|,|,|,|,,IP,1,egna meningar
71,Att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,SS,1,egna meningar
71,jogga,VB.INF.AKT,|jogga|,|jogga..vb.1|,|jogga..1:-1.000|,|,|,,IF,1,egna meningar
71,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,AA,1,egna meningar
71,parken,NN.UTR.SIN.DEF.NOM,|park|,|park..nn.1|,|park..1:-1.000|,|,|,neutral,HD,1,egna meningar
71,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,RA,1,egna meningar
71,morgonen,NN.UTR.SIN.DEF.NOM,|morgon|,|morgon..nn.1|,|morgon..1:-1.000|,|mora..nn.1+gon..nn.1:1.371e-13|mor..nn.2+gon..nn.1:1.371e-13|mor..nn.1+gon..nn.1:1.371e-13|mora..nn.1+go..nn.2+nen..nn.1:2.522e-25|mor..nn.1+go..nn.2+nen..nn.1:2.522e-25|mor..nn.2+go..nn.1+n..nn.1:2.522e-25|mor..nn.2+go..nn.2+n..nn.1:2.522e-25|mor..nn.2+go..nn.1+nen..nn.1:2.522e-25|mor..nn.2+go..nn.2+nen..nn.1:2.522e-25|mor..nn.1+go..nn.1+n..nn.1:2.522e-25|mor..nn.1+go..nn.2+n..nn.1:2.522e-25|mora..nn.1+go..nn.1+n..nn.1:2.522e-25|mor..nn.1+go..nn.1+nen..nn.1:2.522e-25|mora..nn.1+go..nn.2+n..nn.1:2.522e-25|mora..nn.1+go..nn.1+nen..nn.1:2.522e-25|mor..nn.2+go..av.1+n..nn.1:9.768e-27|mor..nn.2+go..av.1+nen..nn.1:9.768e-27|mora..nn.1+go..av.1+nen..nn.1:9.768e-27|mor..nn.1+go..av.1+n..nn.1:9.768e-27|mor..nn.1+go..av.1+nen..nn.1:9.768e-27|mora..nn.1+go..av.1+n..nn.1:9.768e-27|,|mor+gonen|mor+go+nen|,neutral,PA,1,egna meningar
71,ger,VB.PRS.AKT,|ge|ge sig|,|ge..vb.1|ge_sig..vbm.1|,|ge..1:0.565|givas..1:0.435|ge_sig..1:-1.000|ge_sig..2:-1.000|ge_sig..3:-1.000|ge_sig..4:-1.000|ge_sig..5:-1.000|,|,|,neutral,ROOT,1,egna meningar
71,mig,PN.UTR.SIN.DEF.OBJ,|jag|ge sig:07|,|jag..pn.1|ge_sig..vbm.1:07|,|jag..1:-1.000|ge_sig..1:07:-1.000|ge_sig..2:07:-1.000|ge_sig..3:07:-1.000|ge_sig..4:07:-1.000|ge_sig..5:07:-1.000|,|,|,,IO,1,egna meningar
71,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,AA,1,egna meningar
71,mycket,JJ.POS.NEU.SIN.IND.NOM,|,|,|,|,|,,DT,1,egna meningar
71,energi,NN.UTR.SIN.IND.NOM,|energi|,|energi..nn.1|,|energi..1:-1.000|,|,|,neutral,OO,1,egna meningar
71,.,MAD,|,|,|,|,|,,IP,1,egna meningar
72,Den,DT.UTR.SIN.DEF,|en|den|,|en..al.1|den..pn.1|,|den..1:-1.000|en..2:-1.000|den..2:-1.000|,|,|,,DT,1,egna meningar
72,nya,JJ.POS.UTR+NEU.SIN.DEF.NOM,|ny|,|ny..av.1|,|ny..1:-1.000|,|,|,neutral,AT,1,egna meningar
72,boken,NN.UTR.SIN.DEF.NOM,|bok|,|bok..nn.1|bok..nn.2|,|bok..1:0.989|bok..2:0.011|,|,|,neutral,SS,1,egna meningar
72,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,1,egna meningar
72,började,VB.PRT.AKT,|börja|,|börja..vb.1|börja..vb.2|,|börja..2:0.727|börja..1:0.273|,|,|,neutral,ET,1,egna meningar
72,läsa,VB.INF.AKT,|läsa|,|läsa..vb.1|,|läsa..1:0.972|läsa..2:0.028|,|lä..nn.1+säga..vb.1:7.108e-12|,|lä+sa|,neutral,ROOT,1,egna meningar
72,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,neutral,VS,1,egna meningar
72,helt,AB.POS,|hel|helt|,|hel..av.1|helt..ab.1|,|hel..1:0.888|hel..2:0.112|helt..1:0.000|,|,|,neutral,AA,1,egna meningar
72,fängslande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|fängsla|fängslande|,|fängsla..vb.1|fängslande..av.1|,|fängsla..2:0.606|fängslande..1:0.336|fängsla..1:0.058|,|,|,positive,SP,1,egna meningar
72,.,MAD,|,|,|,|,|,,IP,1,egna meningar
73,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,1,egna meningar
73,kände,VB.PRT.AKT,|känna|känna sig|,|känna..vb.1|känna_sig..vbm.1|,|känna..1:0.969|känna..3:0.031|känna_sig..1:-1.000|,|,|,neutral,ROOT,1,egna meningar
73,mig,PN.UTR.SIN.DEF.OBJ,|jag|känna sig:02|,|jag..pn.1|känna_sig..vbm.1:02|,|jag..1:-1.000|känna_sig..1:02:-1.000|,|,|,,OO,1,egna meningar
73,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,AA,1,egna meningar
73,stolt,JJ.POS.UTR.SIN.IND.NOM,|stolt|,|stolt..av.1|,|stolt..1:-1.000|,|,|,positive,OP,1,egna meningar
73,när,HA,|när|,|när..ab.1|,|när..1:0.747|nära..1:0.253|,|,|,,TA,1,egna meningar
73,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,1,egna meningar
73,klarade,VB.PRT.AKT,|klara|,|klara..vb.1|klara..vb.2|,|klara..1:0.977|klara..2:0.017|klara..3:0.006|,|,|,positive,TA,1,egna meningar
73,den,DT.UTR.SIN.DEF,|en|den|,|en..al.1|den..pn.1|,|den..1:-1.000|en..2:-1.000|den..2:-1.000|,|,|,,DT,1,egna meningar
73,svåra,JJ.POS.UTR+NEU.SIN.DEF.NOM,|svår|,|svår..av.1|,|svår..1:0.967|svår..2:0.033|,|,|,negative,AT,1,egna meningar
73,tentan,NN.UTR.SIN.DEF.NOM,|tenta|,|tenta..nn.1|,|tenta..1:-1.000|,|,|,,OO,1,egna meningar
73,.,MAD,|,|,|,|,|,,IP,1,egna meningar
74,Att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,ROOT,1,egna meningar
74,hitta,VB.INF.AKT,|hitta|,|hitta..vb.1|,|hitta..1:-1.000|,|hit..ab.1+ta..vb.1:8.468e-09|hit..nn.1+ta..vb.1:5.819e-12|,|hit+ta|,neutral,AA,1,egna meningar
74,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,DT,1,egna meningar
74,gammal,JJ.POS.UTR.SIN.IND.NOM,|gammal|,|gammal..av.1|,|gammal..1:-1.000|,|,|,neutral,AT,1,egna meningar
74,vän,NN.UTR.SIN.IND.NOM,|vän|,|vän..nn.1|,|vän..1:-1.000|,|,|,positive,OO,1,egna meningar
74,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,ET,1,egna meningar
74,sociala,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|social|,|social..av.1|,|social..1:0.508|social..2:0.492|,|,|,neutral,AT,1,egna meningar
74,medier,NN.NEU.PLU.IND.NOM,|medium|,|medium..nn.1|medium..nn.2|,|medium..3:0.424|medium..1:0.307|medium..5:0.139|medium..2:0.087|medium..4:0.043|,|,|,neutral,PA,1,egna meningar
74,värmde,VB.PRT.AKT,|värma|,|värma..vb.1|,|värma..1:-1.000|,|,|,,IF,1,egna meningar
74,mitt,PS.NEU.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,DT,1,egna meningar
74,hjärta,NN.NEU.SIN.IND.NOM,|hjärta|,|hjärta..nn.1|,|hjärta..1:0.787|hjärta..2:0.213|,|,|,neutral,OO,1,egna meningar
74,.,MAD,|,|,|,|,|,,IP,1,egna meningar
75,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,1,egna meningar
75,skrattade,VB.PRT.AKT,|skratta|,|skratta..vb.1|,|skratta..1:-1.000|,|,|,positive,ROOT,1,egna meningar
75,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,AA,1,egna meningar
75,mycket,AB.POS,|mycket|,|mycket..ab.1|,|mycket..1:0.994|mycket..2:0.006|,|,|,,AA,1,egna meningar
75,åt,PP,|åt|,|åt..pp.1|,|åt..1:-1.000|,|,|,,OA,1,egna meningar
75,filmen,NN.UTR.SIN.DEF.NOM,|film|,|film..nn.1|,|film..1:0.753|film..2:0.236|film..3:0.011|,|fil..nn.2+men..nn.2:3.986e-11|fil..nn.1+men..nn.2:3.986e-11|fil..nn.1+m..nn.1:3.986e-11|fil..nn.2+m..nn.1:3.986e-11|fil..nn.1+men..nn.1:3.986e-11|fil..nn.3+m..nn.1:3.986e-11|fil..nn.3+men..nn.2:3.986e-11|fil..nn.3+men..nn.1:3.986e-11|fil..nn.2+men..nn.1:3.986e-11|fila..vb.1+men..nn.1:1.027e-20|fila..vb.1+m..nn.1:1.027e-20|fila..vb.1+men..nn.2:1.027e-20|,|fil+men|,neutral,PA,1,egna meningar
75,vi,PN.UTR.PLU.DEF.SUB,|vi|,|vi..pn.1|,|vi..1:-1.000|,|,|,,SS,1,egna meningar
75,såg,VB.PRT.AKT,|se|,|se..vb.1|,|ses..1:0.438|se..2:0.363|se..1:0.119|se..5:0.062|se..4:0.014|se..3:0.002|se..6:0.002|,|,|,neutral,ET,1,egna meningar
75,igår,AB,|igår|,|igår..ab.1|,|i_går..1:-1.000|,|,|,,TA,1,egna meningar
75,kväll,NN.UTR.SIN.IND.NOM,|kväll|,|kväll..nn.1|,|kväll..1:-1.000|,|,|,neutral,OO,1,egna meningar
75,.,MAD,|,|,|,|,|,,IP,1,egna meningar
76,Att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,SS,1,egna meningar
76,få,VB.INF.AKT,|få|,|få..vb.1|,|få..1:0.897|få..3:0.103|,|,|,positive,IF,1,egna meningar
76,ett,DT.NEU.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,DT,1,egna meningar
76,handskrivet,PC.PRF.NEU.SIN.IND.NOM,|handskriven|,|handskriven..av.1|,|handskriven..1:-1.000|,|hand..nn.1+skriva..vb.1:2.068e-16|handske..nn.1+riva..vb.1:7.786e-23|,|hand+skrivet|handsk+rivet|,,AT,1,egna meningar
76,brev,NN.NEU.SIN.IND.NOM,|brev|,|brev..nn.1|,|brev..1:-1.000|,|,|,neutral,OO,1,egna meningar
76,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,RA,1,egna meningar
76,posten,NN.UTR.SIN.DEF.NOM,|post|,|post..nn.1|post..nn.2|,|post..1:0.968|post..3:0.010|post..5:0.007|post..4:0.006|post..2:0.005|post..6:0.004|,|,|,neutral,PA,1,egna meningar
76,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,neutral,ROOT,1,egna meningar
76,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,DT,1,egna meningar
76,sådan,JJ.POS.UTR.SIN.IND.NOM,|sån|,|sån..pn.1|,|sådan..1:-1.000|,|så..vb.1+dan..av.1:7.749e-24|så..nn.1+dan..av.1:7.429e-25|,|så+dan|,,DT,1,egna meningar
76,glädje,NN.UTR.SIN.IND.NOM,|glädje|,|glädje..nn.1|,|glädje..1:-1.000|,|,|,positive,SP,1,egna meningar
76,.,MAD,|,|,|,|,|,,IP,1,egna meningar
77,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,1,egna meningar
77,känner,VB.PRS.AKT,|känna|känna sig|,|känna..vb.1|känna..vb.2|känna_sig..vbm.1|,|känna..2:0.533|känna..1:0.351|känna..4:0.099|känna..3:0.018|känna_sig..1:-1.000|,|,|,neutral,ROOT,1,egna meningar
77,mig,PN.UTR.SIN.DEF.OBJ,|jag|känna sig:02|,|jag..pn.1|känna_sig..vbm.1:02|,|jag..1:-1.000|känna_sig..1:02:-1.000|,|,|,,OO,1,egna meningar
77,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,AA,1,egna meningar
77,fridfull,JJ.POS.UTR.SIN.IND.NOM,|fridfull|,|fridfull..av.1|,|fridfull..1:-1.000|,|frid..nn.1+full..av.1:3.224e-11|,|frid+full|,positive,OP,1,egna meningar
77,när,HA,|när|,|när..ab.1|,|när..1:0.591|nära..1:0.409|,|,|,,TA,1,egna meningar
77,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,1,egna meningar
77,lyssnar,VB.PRS.AKT,|lyssna|,|lyssna..vb.1|,|lyssna..1:-1.000|,|,|,neutral,TA,1,egna meningar
77,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,RA,1,egna meningar
77,vågornas,NN.UTR.PLU.DEF.GEN,|våg|,|våg..nn.1|,|våg..1:0.994|våg..3:0.006|våg..4:0.000|,|våg..nn.2+orne..nn.1+as..nn.1:7.473e-27|våg..nn.2+orne..nn.1+as..nn.2:7.473e-27|våg..nn.1+orne..nn.1+as..nn.2:7.473e-27|våg..nn.1+orne..nn.1+as..nn.1:7.473e-27|våga..vb.1+orne..nn.1+as..nn.1:7.030e-36|våga..vb.1+orne..nn.1+as..nn.2:7.030e-36|,|våg+orn+as|,neutral,DT,1,egna meningar
77,brus,NN.NEU.SIN.IND.NOM,|brus|,|brus..nn.1|,|brus..1:-1.000|,|,|,,PA,1,egna meningar
77,.,MAD,|,|,|,|,|,,IP,1,egna meningar
78,\,NN.UTR.SIN.DEF.NOM,|,|,|,|,|,,ROOT,1,egna meningar
78,"""",PAD,|,|,|,|,|,,IR,1,egna meningar
78,Min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,DT,1,egna meningar
78,favoritartist,NN.UTR.SIN.IND.NOM,|favoritartist|,|,|,|favorit..nn.1+artist..nn.1:7.195e-11|favo..nn.1+rit..nn.1+artist..nn.1:2.132e-20|favo..nn.1+rita..vb.1+artist..nn.1:2.132e-29|,|favorit+artist|favo+rit+artist|,,SS,1,egna meningar
78,släpper,VB.PRS.AKT,|släppa|,|släppa..vb.1|,|släppa..1:0.973|släppa..2:0.027|,|,|,neutral,MS,1,egna meningar
78,ett,DT.NEU.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,DT,1,egna meningar
78,nytt,JJ.POS.NEU.SIN.IND.NOM,|ny|,|ny..av.1|,|ny..1:-1.000|,|,|,neutral,AT,1,egna meningar
78,album,NN.NEU.SIN.IND.NOM,|album|,|album..nn.1|,|album..2:0.682|album..1:0.318|,|,|,,OO,1,egna meningar
78,snart,AB.POS,|snar|snart|,|snar..av.1|snart..ab.1|,|snart..1:0.686|snar..1:0.262|snar..2:0.052|,|,|,,TA,1,egna meningar
79,Att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,SS,1,egna meningar
79,se,VB.INF.AKT,|se|,|se..vb.1|,|ses..1:0.332|se..2:0.252|se..1:0.216|se..5:0.132|se..4:0.055|se..3:0.012|se..6:0.003|,|,|,neutral,IF,1,egna meningar
79,barnen,NN.NEU.PLU.DEF.NOM,|barn|,|barn..nn.1|,|barn..1:0.581|barn..2:0.419|,|bar..nn.1+nen..nn.1:5.337e-12|bar..nn.2+n..nn.1:5.337e-12|bar..nn.2+nen..nn.1:5.337e-12|bar..nn.1+n..nn.1:5.337e-12|bar..av.1+nen..nn.1:6.240e-13|bar..av.1+n..nn.1:6.240e-13|,|bar+nen|,neutral,OO,1,egna meningar
79,leka,VB.INF.AKT,|leka|,|leka..vb.1|,|leka..1:0.987|leka..2:0.013|,|,|,,CJ,1,egna meningar
79,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,RA,1,egna meningar
79,skratta,VB.INF.AKT,|skratta|,|skratta..vb.1|,|skratta..1:-1.000|,|skratt..nn.1+ta..vb.1:1.773e-10|,|skratt+ta|,positive,CJ,1,egna meningar
79,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,ET,1,egna meningar
79,parken,NN.UTR.SIN.DEF.NOM,|park|,|park..nn.1|,|park..1:-1.000|,|,|,neutral,PA,1,egna meningar
79,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,neutral,ROOT,1,egna meningar
79,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,AA,1,egna meningar
79,hjärtvärmande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|,|,|,|hjärta..nn.1+värma..vb.1:3.822e-20|,|hjärt+värmande|,,SP,1,egna meningar
79,.,MAD,|,|,|,|,|,,IP,1,egna meningar
80,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,SS,1,egna meningar
80,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,neutral,ROOT,1,egna meningar
80,molnigt,JJ.POS.NEU.SIN.IND.NOM,|molnig|,|molnig..av.1|,|molnig..1:-1.000|,|,|,,SP,1,egna meningar
80,ute,AB,|ute|,|ute..ab.1|,|ute..1:0.879|ute..4:0.072|ute..3:0.048|,|,|,,AA,1,egna meningar
80,idag,AB,|idag|,|idag..ab.1|,|i_dag..1:-1.000|i_dag..2:-1.000|,|,|,,TA,1,egna meningar
80,.,MAD,|,|,|,|,|,,IP,1,egna meningar
81,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,0,egna meningar
81,ska,VB.PRS.AKT,|skola|,|skola..vb.2|,|skola..4:-1.000|,|,|,neutral,ROOT,0,egna meningar
81,gå,VB.INF.AKT,|gå|,|gå..vb.1|,|gå..7:0.218|gå..2:0.209|gå..1:0.153|gå..6:0.076|gå..8:0.073|gå..10:0.057|gå..3:0.050|gå..4:0.048|gå..11:0.044|gå..5:0.040|gå..9:0.032|,|,|,positive,CJ,0,egna meningar
81,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,DT,0,egna meningar
81,handla,VB.INF.AKT,|handla|,|handla..vb.1|handla..vb.2|,|handla..4:0.634|handla..2:0.263|handla..1:0.074|handla..3:0.028|,|hand..nn.1+lägga..vb.1:9.415e-11|,|hand+la|,neutral,CJ,0,egna meningar
81,mat,NN.UTR.SIN.IND.NOM,|mat|,|mat..nn.1|mat..nn.2|,|mat..2:0.542|mat..1:0.458|,|,|,neutral,OO,0,egna meningar
81,senare,AB.KOM,|sen|senare|,|sen..av.1|senare..ab.1|,|senare..1:0.585|sen..1:0.415|,|,|,,ET,0,egna meningar
81,.,MAD,|,|,|,|,|,,IP,0,egna meningar
82,Boken,NN.UTR.SIN.DEF.NOM,|bok|,|bok..nn.1|bok..nn.2|,|bok..1:0.996|bok..2:0.004|,|,|,neutral,IR,0,egna meningar
82,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,0,egna meningar
82,läser,VB.PRS.AKT,|läsa|,|läsa..vb.1|,|läsa..1:0.972|läsa..2:0.028|,|lä..nn.1+se..vb.1:1.311e-11|,|lä+ser|,neutral,ROOT,0,egna meningar
82,handlar,VB.PRS.AKT,|handla|,|handla..vb.1|handla..vb.2|,|handla..1:0.732|handla..2:0.112|handla..4:0.086|handla..3:0.070|,|,|,neutral,VG,0,egna meningar
82,om,PP,|om|,|om..pp.1|,|om..1:-1.000|om..5:-1.000|,|,|,,OA,0,egna meningar
82,historia,NN.UTR.SIN.IND.NOM,|historia|,|historia..nn.1|,|historia..1:0.770|historia..2:0.153|historia..3:0.076|,|,|,neutral,PA,0,egna meningar
82,.,MAD,|,|,|,|,|,,IP,0,egna meningar
83,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,SS,0,egna meningar
83,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,neutral,ROOT,0,egna meningar
83,tisdag,NN.UTR.SIN.IND.NOM,|tisdag|,|tisdag..nn.1|,|tisdag..1:-1.000|,|,|,neutral,SP,0,egna meningar
83,idag,AB,|idag|,|idag..ab.1|,|i_dag..1:-1.000|i_dag..2:-1.000|,|,|,,TA,0,egna meningar
83,.,MAD,|,|,|,|,|,,IP,0,egna meningar
84,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,0,egna meningar
84,måste,VB.PRS.AKT,|måste|,|måste..vb.1|,|måste..1:-1.000|,|,|,neutral,ROOT,0,egna meningar
84,tanka,VB.INF.AKT,|tanka|,|tanka..vb.1|,|tanka..1:-1.000|,|,|,neutral,VG,0,egna meningar
84,bilen,NN.UTR.SIN.DEF.NOM,|bil|,|bil..nn.1|,|bil..1:-1.000|,|bi..nn.1+l..nn.1:9.238e-20|bi..av.1+l..nn.1:2.855e-28|,|bi+len|,neutral,OO,0,egna meningar
84,snart,AB.POS,|snar|snart|,|snar..av.1|snart..ab.1|,|snart..1:0.912|snar..1:0.055|snar..2:0.033|,|,|,,TA,0,egna meningar
84,.,MAD,|,|,|,|,|,,IP,0,egna meningar
85,Klockan,NN.UTR.SIN.DEF.NOM,|klocka|,|klocka..nn.1|,|klocka..1:0.998|klocka..2:0.002|,|,|,neutral,SS,0,egna meningar
85,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,neutral,ROOT,0,egna meningar
85,halv,JJ.POS.UTR.SIN.IND.NOM,|halv|,|halv..av.1|,|halv..1:-1.000|,|,|,neutral,SP,0,egna meningar
85,nio,RG.NOM,|nio|,|nio..nl.1|,|nio..1:-1.000|,|,|,,TA,0,egna meningar
85,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,ET,0,egna meningar
85,morgonen,NN.UTR.SIN.DEF.NOM,|morgon|,|morgon..nn.1|,|morgon..1:-1.000|,|mora..nn.1+gon..nn.1:1.371e-13|mor..nn.2+gon..nn.1:1.371e-13|mor..nn.1+gon..nn.1:1.371e-13|mora..nn.1+go..nn.2+nen..nn.1:2.522e-25|mor..nn.1+go..nn.2+nen..nn.1:2.522e-25|mor..nn.2+go..nn.1+n..nn.1:2.522e-25|mor..nn.2+go..nn.2+n..nn.1:2.522e-25|mor..nn.2+go..nn.1+nen..nn.1:2.522e-25|mor..nn.2+go..nn.2+nen..nn.1:2.522e-25|mor..nn.1+go..nn.1+n..nn.1:2.522e-25|mor..nn.1+go..nn.2+n..nn.1:2.522e-25|mora..nn.1+go..nn.1+n..nn.1:2.522e-25|mor..nn.1+go..nn.1+nen..nn.1:2.522e-25|mora..nn.1+go..nn.2+n..nn.1:2.522e-25|mora..nn.1+go..nn.1+nen..nn.1:2.522e-25|mor..nn.2+go..av.1+n..nn.1:9.768e-27|mor..nn.2+go..av.1+nen..nn.1:9.768e-27|mora..nn.1+go..av.1+nen..nn.1:9.768e-27|mor..nn.1+go..av.1+n..nn.1:9.768e-27|mor..nn.1+go..av.1+nen..nn.1:9.768e-27|mora..nn.1+go..av.1+n..nn.1:9.768e-27|,|mor+gonen|mor+go+nen|,neutral,PA,0,egna meningar
85,.,MAD,|,|,|,|,|,,IP,0,egna meningar
86,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,0,egna meningar
86,funderar,VB.PRS.AKT,|fundera|,|fundera..vb.1|,|fundera..1:-1.000|,|,|,neutral,ROOT,0,egna meningar
86,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,AA,0,egna meningar
86,vilken,HD.UTR.SIN.IND,|,|,|,|,|,,DT,0,egna meningar
86,film,NN.UTR.SIN.IND.NOM,|film|,|film..nn.1|,|film..1:0.736|film..2:0.246|film..3:0.018|,|,|,neutral,PA,0,egna meningar
86,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,0,egna meningar
86,ska,VB.PRS.AKT,|skola|,|skola..vb.2|,|skola..4:-1.000|,|,|,neutral,OO,0,egna meningar
86,se,VB.INF.AKT,|se|,|se..vb.1|,|ses..1:0.416|se..2:0.360|se..1:0.113|se..5:0.054|se..4:0.045|se..6:0.007|se..3:0.005|,|,|,neutral,VG,0,egna meningar
86,ikväll,AB,|ikväll|,|ikväll..ab.1|,|i_kväll..1:-1.000|,|,|,,AA,0,egna meningar
86,.,MAD,|,|,|,|,|,,IP,0,egna meningar
87,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,SS,0,egna meningar
87,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,neutral,ROOT,0,egna meningar
87,dags,NN.UTR.-.-.-,|dag|dags|,|dag..nn.1|dags..nn.1|,|dags..1:0.899|dag..1:0.088|dag..2:0.013|,|,|,neutral,SP,0,egna meningar
87,för,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,OA,0,egna meningar
87,mig,PN.UTR.SIN.DEF.OBJ,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,PA,0,egna meningar
87,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,OA,0,egna meningar
87,byta,VB.INF.AKT,|byta|,|byta..vb.1|,|byta..1:-1.000|,|by..nn.1+ta..vb.1:1.923e-10|,|by+ta|,neutral,IF,0,egna meningar
87,till,PP,|till|,|till..pp.1|,|till..1:-1.000|,|,|,,OA,0,egna meningar
87,vinterjacka,NN.UTR.SIN.IND.NOM,|vinterjacka|,|,|,|vinter..nn.1+jacka..nn.1:1.030e-10|,|vinter+jacka|,,PA,0,egna meningar
87,.,MAD,|,|,|,|,|,,IP,0,egna meningar
88,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,0,egna meningar
88,behöver,VB.PRS.AKT,|behöva|,|behöva..vb.1|,|behöva..1:-1.000|,|,|,neutral,ROOT,0,egna meningar
88,köpa,VB.INF.AKT,|köpa|,|köpa..vb.1|köpa..vb.2|,|köpa..1:0.988|köpa..2:0.012|,|,|,neutral,VG,0,egna meningar
88,nya,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|ny|,|ny..av.1|,|ny..1:-1.000|,|,|,neutral,AT,0,egna meningar
