paragrafnummer,token,msd,lemma,lex,sense,complemgram,compwf,sentimentclass,ref,dephead,deprel,sentimentval,category
16,vinterdäck,NN.NEU.SIN.IND.NOM,|vinterdäck|,|vinterdäck..nn.1|,|vinterdäck..1:-1.000|,|vinter..nn.1+däck..nn.2:5.070e-11|vinter..nn.1+däck..nn.1:5.070e-11|,|vinter+däck|,,5,4,HD,0,egna meningar
16,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,6,9,DT,0,egna meningar
16,bilen,NN.UTR.SIN.DEF.NOM,|bil|,|bil..nn.1|,|bil..1:-1.000|,|bi..nn.1+l..nn.1:9.238e-20|bi..av.1+l..nn.1:2.855e-28|,|bi+len|,0.0,7,6,HD,0,egna meningar
16,nästa,JJ.POS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|nästa|,|nästa..av.1|,|nästa..1:-1.000|,|,|,0.0,8,9,DT,0,egna meningar
16,vecka,NN.UTR.SIN.IND.NOM,|vecka|,|vecka..nn.1|,|vecka..1:-1.000|,|,|,0.0,9,3,TA,0,egna meningar
16,.,MAD,|,|,|,|,|,,10,2,IP,0,egna meningar
17,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,1,2,FS,0,egna meningar
17,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,2,0,ROOT,0,egna meningar
17,vanligt,JJ.POS.NEU.SIN.IND.NOM,|vanlig|,|vanlig..av.1|,|vanlig..1:-1.000|,|,|,0.0,3,2,SP,0,egna meningar
17,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,4,2,ES,0,egna meningar
17,ha,VB.INF.AKT,|ha|,|ha..vb.1|,|ha..1:0.860|ha..3:0.140|,|,|,0.0,5,4,IF,0,egna meningar
17,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,6,7,DT,0,egna meningar
17,paraply,NN.NEU.SIN.IND.NOM,|paraply|,|paraply..nn.1|,|paraply..1:-1.000|,|par..nn.1+apa..nn.1+ly..nn.1:2.232e-18|para..vb.1+apa..nn.1+ly..nn.1:5.784e-29|,|par+ap+ly|,,7,5,OO,0,egna meningar
17,med,PP,|med|,|med..pp.1|,|med..1:-1.000|med..2:-1.000|,|,|,,8,7,ET,0,egna meningar
17,sig,PN.UTR+NEU.SIN+PLU.DEF.OBJ,|sig|,|sig..pn.1|,|sig..1:-1.000|,|,|,,9,8,PA,0,egna meningar
17,under,PP,|under|,|under..pp.1|,|under..1:-1.000|under..2:-1.000|,|,|,,10,5,TA,0,egna meningar
17,hösten,NN.UTR.SIN.DEF.NOM,|höst|,|höst..nn.1|,|höst..1:-1.000|,|hö..nn.1+sten..nn.2:3.309e-11|hö..nn.1+sten..nn.1:3.309e-11|,|hö+sten|,0.0,11,10,PA,0,egna meningar
17,.,MAD,|,|,|,|,|,,12,2,IP,0,egna meningar
18,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,0,egna meningar
18,såg,VB.PRT.AKT,|se|,|se..vb.1|,|se..2:0.553|ses..1:0.192|se..1:0.154|se..5:0.074|se..4:0.019|se..3:0.007|se..6:0.002|,|,|,0.0,2,0,ROOT,0,egna meningar
18,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,3,4,DT,0,egna meningar
18,katt,NN.UTR.SIN.IND.NOM,|katt|,|katt..nn.1|katt..nn.2|,|katt..1:0.932|katt..2:0.068|,|,|,,4,5,SS,0,egna meningar
18,sitta,VB.INF.AKT,|sitta|,|sitta..vb.1|,|sitta..1:0.928|sitta..3:0.054|sitta..2:0.017|,|sitta..vb.1+ta..vb.1:1.066e-12|,|sitt+ta|,0.0,5,2,OO,0,egna meningar
18,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,6,5,OA,0,egna meningar
18,ett,DT.NEU.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,7,8,DT,0,egna meningar
18,staket,NN.NEU.SIN.IND.NOM,|staket|,|staket..nn.1|,|staket..1:-1.000|,|,|,,8,6,PA,0,egna meningar
18,när,HA,|när|,|när..ab.1|,|när..1:0.542|nära..1:0.458|,|,|,,9,11,TA,0,egna meningar
18,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,10,11,SS,0,egna meningar
18,gick,VB.PRT.AKT,|gå|gå hem|,|gå..vb.1|gå_hem..vbm.1|gå_hem..vbm.2|,|gå..1:0.394|gå..2:0.187|gå..6:0.157|gå..7:0.150|gå..8:0.043|gå..11:0.021|gå..10:0.012|gå..5:0.011|gå..4:0.010|gå..9:0.008|gå..3:0.007|gå_hem..1:-1.000|gå_hem..2:-1.000|,|,|,0.0,11,5,TA,0,egna meningar
18,hem,PL,|hem|gå hem:11|,|hem..ab.1|gå_hem..vbm.1:11|gå_hem..vbm.2:11|,|hem..2:-1.000|gå_hem..1:11:-1.000|gå_hem..2:11:-1.000|,|,|,,12,11,PL,0,egna meningar
18,.,MAD,|,|,|,|,|,,13,2,IP,0,egna meningar
19,Min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,DT,0,egna meningar
19,favoritbok,NN.UTR.SIN.IND.NOM,|favoritbok|,|,|,|favorit..nn.1+bok..nn.1:7.904e-10|favorit..nn.1+bok..nn.2:7.904e-10|favo..nn.1+rit..nn.1+bok..nn.2:2.342e-19|favo..nn.1+rit..nn.1+bok..nn.1:2.342e-19|favo..nn.1+rita..vb.1+bok..nn.1:2.343e-28|favo..nn.1+rita..vb.1+bok..nn.2:2.343e-28|,|favorit+bok|favo+rit+bok|,,2,3,SS,0,egna meningar
19,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,3,0,ROOT,0,egna meningar
19,utlånad,PC.PRF.UTR.SIN.IND.NOM,|låna ut|,|låna_ut..vbm.1|,|låna_ut..1:-1.000|,|ut..ab.1+låna..vb.1:1.233e-16|,|ut+lånad|,,4,3,SP,0,egna meningar
19,från,PP,|från|,|från..pp.1|,|från..1:-1.000|,|,|,,5,3,RA,0,egna meningar
19,biblioteket,NN.NEU.SIN.DEF.NOM,|bibliotek|,|bibliotek..nn.1|,|bibliotek..1:-1.000|,|,|,0.0,6,5,PA,0,egna meningar
19,just,AB,|just|just nu|,|just..ab.1|just..av.1|just_nu..abm.1|,|just..1:0.702|just..2:0.246|schyst..1:0.051|just_nu..1:-1.000|,|,|,,7,8,CA,0,egna meningar
19,nu,AB,|nu|just nu:7|,|nu..ab.1|just_nu..abm.1:7|,|nu..1:-1.000|just_nu..1:7:-1.000|,|,|,,8,3,TA,0,egna meningar
19,.,MAD,|,|,|,|,|,,9,3,IP,0,egna meningar
20,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,0,egna meningar
20,funderar,VB.PRS.AKT,|fundera|,|fundera..vb.1|,|fundera..1:-1.000|,|,|,0.0,2,0,ROOT,0,egna meningar
20,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,3,2,AA,0,egna meningar
20,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,4,3,PA,0,egna meningar
20,starta,VB.INF.AKT,|starta|,|starta..vb.1|starta..vb.2|,|starta..1:0.511|starta..2:0.489|,|star..nn.1+ta..vb.1:4.982e-11|stare..nn.1+ta..vb.1:4.982e-11|,|star+ta|,0.0,5,4,IF,0,egna meningar
20,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,6,8,DT,0,egna meningar
20,ny,JJ.POS.UTR.SIN.IND.NOM,|ny|,|ny..av.1|,|ny..1:-1.000|,|,|,0.0,7,8,AT,0,egna meningar
20,hobby,NN.UTR.SIN.IND.NOM,|hobby|,|hobby..nn.1|,|hobby..1:-1.000|,|,|,,8,5,OO,0,egna meningar
20,.,MAD,|,|,|,|,|,,9,2,IP,0,egna meningar
21,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,-1,egna meningar
21,glömde,VB.PRT.AKT,|glömma|,|glömma..vb.1|,|glömma..1:0.982|glömma..2:0.018|,|,|,0.0,2,5,MS,-1,egna meningar
21,mitt,AB,|mitt|,|mitt..ab.1|,|mitt..1:-1.000|,|,|,,3,2,AA,-1,egna meningar
21,lösenord,NN.NEU.PLU.IND.NOM,|lösenord|,|lösenord..nn.1|,|lösenord..1:-1.000|,|,|,,4,2,OO,-1,egna meningar
21,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,5,0,ROOT,-1,egna meningar
21,kunde,VB.PRT.AKT,|kunna|,|kunna..vb.1|,|kunna..3:0.296|kunna..2:0.283|kunna..4:0.267|kunna..1:0.154|,|,|,0.0,6,5,+F,-1,egna meningar
21,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,7,6,,-1,egna meningar
21,logga,VB.INF.AKT,|logga|logga in|,|logga..vb.1|logga_in..vbm.1|,|logga..2:0.998|logga..1:0.002|logga_in..1:-1.000|,|,|,,8,6,VG,-1,egna meningar
21,in,PL,|in|logga in:08|,|in..ab.1|logga_in..vbm.1:08|,|in..1:-1.000|logga_in..1:08:-1.000|,|,|,,9,8,PL,-1,egna meningar
21,.,MAD,|,|,|,|,|,,10,5,IP,-1,egna meningar
22,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,1,2,SS,-1,egna meningar
22,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,2,0,ROOT,-1,egna meningar
22,tråkigt,JJ.POS.NEU.SIN.IND.NOM,|tråkig|,|tråkig..av.1|,|tråkig..1:0.937|tråkig..2:0.063|,|,|,-1.0,3,2,SP,-1,egna meningar
22,när,HA,|när|,|när..ab.1|,|när..1:0.619|nära..1:0.381|,|,|,,4,6,TA,-1,egna meningar
22,vänner,NN.UTR.PLU.IND.NOM,|vän|,|vän..nn.1|,|vän..1:-1.000|,|,|,1.0,5,6,SS,-1,egna meningar
22,avbokar,VB.PRS.AKT,|avboka|,|avboka..vb.1|,|avboka..1:-1.000|,|av..ab.1+boka..vb.1:8.772e-11|av..av.1+boka..vb.1:2.979e-21|,|av+bokar|,,6,2,TA,-1,egna meningar
22,i,PP,|i|i sista minuten|,|i..pp.1|i_sista_minuten..abm.1|,|i..2:-1.000|i_sista_minuten..1:-1.000|,|,|,,7,6,RA,-1,egna meningar
22,sista,JJ.SUV.UTR+NEU.SIN+PLU.DEF.NOM,|sista|i sista minuten:07|sista minuten|,|sista..av.1|i_sista_minuten..abm.1:07|sista_minuten..nnm.1|,|sista..1:-1.000|i_sista_minuten..1:07:-1.000|sista_minuten..1:-1.000|,|,|,0.0,8,9,DT,-1,egna meningar
22,minuten,NN.UTR.SIN.DEF.NOM,|minut|i sista minuten:07|sista minuten:08|,|minut..nn.1|minut..nn.2|i_sista_minuten..abm.1:07|sista_minuten..nnm.1:08|,|minut..1:0.997|minut..2:0.003|i_sista_minuten..1:07:-1.000|sista_minuten..1:08:-1.000|,|,|,0.0,9,7,PA,-1,egna meningar
22,.,MAD,|,|,|,|,|,,10,2,IP,-1,egna meningar
23,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,-1,egna meningar
23,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,2,6,MS,-1,egna meningar
23,allergisk,JJ.POS.UTR.SIN.IND.NOM,|allergisk|,|allergisk..av.1|,|allergisk..1:0.992|allergisk..2:0.008|,|,|,-1.0,3,2,SP,-1,egna meningar
23,mot,PP,|mot|,|mot..pp.1|,|mot..1:-1.000|mot..2:-1.000|,|,|,,4,2,OA,-1,egna meningar
23,nötter,NN.UTR.PLU.IND.NOM,|nöt|,|nöt..nn.1|,|nöt..1:-1.000|,|,|,0.0,5,4,PA,-1,egna meningar
23,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,6,0,ROOT,-1,egna meningar
23,måste,VB.PRS.AKT,|måste|,|måste..vb.1|,|måste..1:-1.000|,|,|,0.0,7,6,+F,-1,egna meningar
23,vara,VB.INF.AKT,|vara|,|vara..vb.1|vara..vb.2|,|vara..2:0.481|vara..1:0.370|vara..3:0.149|,|,|,0.0,8,7,VG,-1,egna meningar
23,försiktig,JJ.POS.UTR.SIN.IND.NOM,|försiktig|,|försiktig..av.1|,|försiktig..1:-1.000|,|föra..vb.1+siktig..av.1:5.518e-16|för..nn.1+siktig..av.1:1.250e-18|,|för+siktig|,1.0,9,8,SP,-1,egna meningar
23,med,PP,|med|,|med..pp.1|,|med..1:-1.000|med..2:-1.000|,|,|,,10,8,OA,-1,egna meningar
23,vad,HP.NEU.SIN.IND,|vad|,|vad..pn.1|,|vad..1:-1.000|,|,|,,11,10,PA,-1,egna meningar
23,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,12,13,SS,-1,egna meningar
23,äter,VB.PRS.AKT,|äta|,|äta..vb.1|,|äta..1:0.923|äta..2:0.077|,|,|,0.0,13,11,ET,-1,egna meningar
23,.,MAD,|,|,|,|,|,,14,6,IP,-1,egna meningar
24,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,1,2,SS,-1,egna meningar
24,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,2,0,ROOT,-1,egna meningar
24,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,3,4,DT,-1,egna meningar
24,besvikelse,NN.UTR.SIN.IND.NOM,|besvikelse|,|besvikelse..nn.1|,|besvikelse..1:-1.000|,|,|,-1.0,4,2,SP,-1,egna meningar
24,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,5,4,ET,-1,egna meningar
24,konserten,NN.UTR.SIN.DEF.NOM,|konsert|,|konsert..nn.1|,|konsert..1:-1.000|,|kon..nn.1+era..nn.1+ten..nn.1:3.383e-27|,|kons+er+ten|,0.0,6,7,SS,-1,egna meningar
24,ställdes,VB.PRT.SFO,|ställa|ställa in|,|ställa..vb.1|ställa_in..vbm.1|,|ställa..1:0.795|ställa..3:0.105|ställa..2:0.078|ställa..4:0.022|ställa_in..1:-1.000|ställa_in..2:-1.000|,|,|,0.0,7,5,UA,-1,egna meningar
24,in,PL,|in|ställa in:7|,|in..ab.1|ställa_in..vbm.1:7|,|in..1:-1.000|ställa_in..1:7:-1.000|ställa_in..2:7:-1.000|,|,|,,8,7,PL,-1,egna meningar
24,.,MAD,|,|,|,|,|,,9,2,IP,-1,egna meningar
25,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,-1,egna meningar
25,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,2,0,ROOT,-1,egna meningar
25,trött,JJ.POS.UTR.SIN.IND.NOM,|trött|,|trött..av.1|,|trött..1:0.797|trött..3:0.143|trött..2:0.060|,|,|,-1.0,3,2,SP,-1,egna meningar
25,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,4,2,OA,-1,egna meningar
25,det,DT.NEU.SIN.DEF,|en|den|,|en..al.1|den..pn.1|,|den..1:-1.000|en..2:-1.000|den..2:-1.000|,|,|,,5,7,DT,-1,egna meningar
25,ständiga,JJ.POS.UTR+NEU.SIN.DEF.NOM,|ständig|,|ständig..av.1|,|ständig..1:-1.000|,|,|,0.0,6,7,AT,-1,egna meningar
25,regnet,NN.NEU.SIN.DEF.NOM,|regn|,|regn..nn.1|,|regn..2:0.660|regn..1:0.340|,|,|,,7,9,DT,-1,egna meningar
25,denna,DT.UTR.SIN.DEF,|denna|,|denna..pn.1|,|denna..1:-1.000|,|,|,,8,9,DT,-1,egna meningar
25,vecka,NN.UTR.SIN.IND.NOM,|vecka|,|vecka..nn.1|,|vecka..1:-1.000|,|,|,0.0,9,4,PA,-1,egna meningar
25,.,MAD,|,|,|,|,|,,10,2,IP,-1,egna meningar
26,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,1,2,SS,-1,egna meningar
26,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,2,0,ROOT,-1,egna meningar
26,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,3,4,AA,-1,egna meningar
26,frustrerande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|frustrera|,|frustrera..vb.1|,|frustrera..1:-1.000|,|,|,-1.0,4,2,SP,-1,egna meningar
26,när,HA,|när|,|när..ab.1|,|när..1:0.804|nära..1:0.196|,|,|,,5,8,TA,-1,egna meningar
26,folk,NN.NEU.PLU.IND.NOM,|folk|,|folk..nn.1|,|folk..1:0.969|folk..3:0.027|folk..4:0.003|,|,|,0.0,6,8,SS,-1,egna meningar
26,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,7,8,,-1,egna meningar
26,lyssnar,VB.PRS.AKT,|lyssna|,|lyssna..vb.1|,|lyssna..1:-1.000|,|,|,0.0,8,2,TA,-1,egna meningar
26,.,MAD,|,|,|,|,|,,9,2,IP,-1,egna meningar
27,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,-1,egna meningar
27,råkade,VB.PRT.AKT,|råka|,|råka..vb.1|,|råka..2:0.824|råka..1:0.176|,|,|,0.0,2,0,ROOT,-1,egna meningar
27,spilla,VB.INF.AKT,|spilla|,|spilla..vb.1|,|spilla..1:-1.000|,|spill..nn.1+lägga..vb.1:3.552e-13|spilla..vb.1+lägga..vb.1:1.114e-16|spila..vb.1+lägga..vb.1:2.273e-21|,|spill+la|spil+la|,-1.0,3,2,VG,-1,egna meningar
27,kaffe,NN.NEU.SIN.IND.NOM,|kaffe|,|kaffe..nn.1|,|kaffe..1:-1.000|,|,|,0.0,4,3,OO,-1,egna meningar
27,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,5,3,OA,-1,egna meningar
27,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,6,8,DT,-1,egna meningar
27,nya,JJ.POS.UTR+NEU.SIN.DEF.NOM,|ny|,|ny..av.1|,|ny..1:-1.000|,|,|,0.0,7,8,AT,-1,egna meningar
27,tröja,NN.UTR.SIN.IND.NOM,|tröja|,|tröja..nn.1|,|tröja..1:-1.000|,|,|,,8,5,PA,-1,egna meningar
27,.,MAD,|,|,|,|,|,,9,2,IP,-1,egna meningar
28,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,-1,egna meningar
28,hittade,VB.PRT.AKT,|hitta|,|hitta..vb.1|,|hitta..1:-1.000|,|,|,0.0,2,0,ROOT,-1,egna meningar
28,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,3,4,DT,-1,egna meningar
28,spricka,NN.UTR.SIN.IND.NOM,|spricka|,|spricka..nn.1|,|spricka..2:-1.000|,|,|,,4,2,OO,-1,egna meningar
28,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,5,2,RA,-1,egna meningar
28,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,6,7,DT,-1,egna meningar
28,mobilskärm,NN.UTR.SIN.IND.NOM,|mobilskärm|,|,|,|mobil..av.1+skärm..nn.1:9.043e-12|mobil..nn.1+skärm..nn.1:3.133e-19|mo..nn.1+bil..nn.1+skärm..nn.1:5.302e-17|mo..nn.1+bila..nn.1+skärm..nn.1:5.302e-17|mo..nn.1+bila..vb.1+skärm..nn.1:1.533e-28|,|mobil+skärm|mo+bil+skärm|,,7,5,PA,-1,egna meningar
28,idag,AB,|idag|,|idag..ab.1|,|i_dag..1:-1.000|i_dag..2:-1.000|,|,|,,8,2,TA,-1,egna meningar
28,.,MAD,|,|,|,|,|,,9,2,IP,-1,egna meningar
29,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,1,2,SS,-1,egna meningar
29,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,2,0,ROOT,-1,egna meningar
29,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,3,4,AA,-1,egna meningar
29,irriterande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|irritera|,|irritera..vb.1|,|irritera..1:-1.000|,|,|,-1.0,4,2,SP,-1,egna meningar
29,med,PP,|med|,|med..pp.1|,|med..1:-1.000|med..2:-1.000|,|,|,,5,2,OA,-1,egna meningar
29,förseningar,NN.UTR.PLU.IND.NOM,|försening|,|försening..nn.1|,|försening..1:-1.000|,|,|,,6,5,PA,-1,egna meningar
29,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,7,6,ET,-1,egna meningar
29,kollektivtrafiken,NN.UTR.SIN.DEF.NOM,|kollektivtrafik|,|kollektivtrafik..nn.1|,|kollektivtrafik..1:-1.000|,|kollektiv..nn.1+trafik..nn.1:1.863e-11|kollektiv..av.1+trafik..nn.1:2.639e-12|,|kollektiv+trafiken|,,8,7,PA,-1,egna meningar
29,.,MAD,|,|,|,|,|,,9,2,IP,-1,egna meningar
30,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,-1,egna meningar
30,kände,VB.PRT.AKT,|känna|känna sig|,|känna..vb.1|känna_sig..vbm.1|,|känna..1:0.982|känna..3:0.018|känna_sig..1:-1.000|,|,|,0.0,2,0,ROOT,-1,egna meningar
30,mig,PN.UTR.SIN.DEF.OBJ,|jag|känna sig:02|,|jag..pn.1|känna_sig..vbm.1:02|,|jag..1:-1.000|känna_sig..1:02:-1.000|,|,|,,3,2,OO,-1,egna meningar
30,utelämnad,PC.PRF.UTR.SIN.IND.NOM,|utelämna|,|utelämna..vb.1|,|utelämna..1:-1.000|,|ute..ab.1+lämna..vb.1:3.914e-17|ute..av.1+lämna..vb.1:1.578e-26|ut..ab.1+el..nn.1+ämna..vb.1:2.688e-21|,|ute+lämnad|ut+el+ämnad|,,4,2,OP,-1,egna meningar
30,när,HA,|när|,|när..ab.1|,|när..1:0.931|nära..1:0.069|,|,|,,5,8,TA,-1,egna meningar
30,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,6,8,SS,-1,egna meningar
30,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,7,8,,-1,egna meningar
30,blev,VB.PRT.AKT,|bli|,|bli..vb.1|,|bli..1:0.855|bli..2:0.145|,|,|,0.0,8,2,TA,-1,egna meningar
30,inbjuden,PC.PRF.UTR.SIN.IND.NOM,|bjuda in|,|bjuda_in..vbm.1|,|bjuda_in..1:-1.000|bjuda_in..2:-1.000|,|in..ab.1+bjuda..vb.1:3.848e-16|,|in+bjuden|,,9,8,SP,-1,egna meningar
30,till,PP,|till|,|till..pp.1|,|till..1:-1.000|,|,|,,10,8,OA,-1,egna meningar
30,festen,NN.UTR.SIN.DEF.NOM,|fest|,|fest..nn.1|,|fest..1:-1.000|,|fe..nn.1+sten..nn.1:7.320e-19|fe..nn.1+sten..nn.2:7.320e-19|,|fe+sten|,1.0,11,10,PA,-1,egna meningar
30,.,MAD,|,|,|,|,|,,12,2,IP,-1,egna meningar
31,Efter,PP,|efter|,|efter..pp.1|,|efter..1:-1.000|efter..2:-1.000|,|,|,,1,5,TA,1,egna meningar
31,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,2,4,DT,1,egna meningar
31,lång,JJ.POS.UTR.SIN.IND.NOM,|lång|,|lång..av.1|,|lång..1:-1.000|,|,|,0.0,3,4,AT,1,egna meningar
31,dag,NN.UTR.SIN.IND.NOM,|dag|,|dag..nn.1|,|dag..1:0.865|dag..2:0.135|,|,|,0.0,4,1,HD,1,egna meningar
31,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,5,0,ROOT,1,egna meningar
31,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,6,8,DT,1,egna meningar
31,varm,JJ.POS.UTR.SIN.IND.NOM,|varm|,|varm..av.1|,|varm..1:0.986|varm..2:0.014|,|,|,0.0,7,8,AT,1,egna meningar
31,kopp,NN.UTR.SIN.IND.NOM,|kopp|,|kopp..nn.1|,|kopp..1:-1.000|,|,|,,8,9,DT,1,egna meningar
31,te,NN.NEU.SIN.IND.NOM,|te|,|te..nn.1|,|te..1:-1.000|,|,|,,9,5,SS,1,egna meningar
31,precis,AB,|precis|,|precis..ab.1|,|precis..1:-1.000|,|,|,,10,5,XX,1,egna meningar
31,vad,HP.NEU.SIN.IND,|vad|,|vad..pn.1|,|vad..1:-1.000|,|,|,,11,13,OO,1,egna meningar
31,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,12,13,SS,1,egna meningar
31,behöver,VB.PRS.AKT,|behöva|,|behöva..vb.1|,|behöva..1:-1.000|,|,|,0.0,13,10,EF,1,egna meningar
31,.,MAD,|,|,|,|,|,,14,5,IP,1,egna meningar
32,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,1,egna meningar
32,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,2,0,ROOT,1,egna meningar
32,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,3,4,AA,1,egna meningar
32,stolt,JJ.POS.UTR.SIN.IND.NOM,|stolt|,|stolt..av.1|,|stolt..1:-1.000|,|,|,1.0,4,2,SP,1,egna meningar
32,över,PP,|över|,|över..pp.1|,|över..1:-1.000|över..2:-1.000|,|,|,,5,2,OA,1,egna meningar
32,mina,PS.UTR+NEU.PLU.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,6,7,DT,1,egna meningar
32,barns,NN.NEU.PLU.IND.GEN,|barn|,|barn..nn.1|,|barn..1:0.595|barn..2:0.405|,|bar..nn.1+n..nn.1:1.836e-12|bar..nn.2+n..nn.1:1.836e-12|bar..av.1+n..nn.1:2.147e-13|,|bar+ns|,0.0,7,8,DT,1,egna meningar
32,framsteg,NN.NEU.PLU.IND.NOM,|framsteg|,|framsteg..nn.1|,|framsteg..1:-1.000|,|fram..ab.1+steg..nn.1:1.429e-09|,|fram+steg|,,8,5,PA,1,egna meningar
32,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,9,8,ET,1,egna meningar
32,skolan,NN.UTR.SIN.DEF.NOM,|skola|,|skola..nn.1|,|skola..1:0.892|skola..3:0.108|,|sko..nn.1+lan..nn.1:4.055e-12|sko..vb.1+lan..nn.1:3.376e-14|,|sko+lan|,0.0,10,9,PA,1,egna meningar
32,.,MAD,|,|,|,|,|,,11,2,IP,1,egna meningar
